"Lat","Lon","Vs30","sigma_meas","Location_ID","Data_Source","Qflag","Region(QMAP_quadrant)"
-43.579787,172.709423,"348.0","0.1","HVSC","Kaiser et al. (2017)","Q1","Christchurch        "
-39.585139,174.274245,"210.0","0.2","HWHS","Kaiser et al. (2017)","Q2","Taranaki            "
-38.083515,176.70929,"220.0","0.2","KAFS","Kaiser et al. (2017)","Q2","Rotorua             "
-43.376463,172.663768,"257.0","0.1","KPOC","Kaiser et al. (2017)","Q1","Christchurch        "
-41.20498,174.9266,"330.0","0.2","LNBS","Kaiser et al. (2017)","Q2","Wellington          "
-41.314888,174.818435,"200.0","0.1","MISS","Kaiser et al. (2017)","Q1","Wellington          "
-41.202272,174.953755,"190.0","0.1","NBSS","Kaiser et al. (2017)","Q1","Wellington          "
-43.495426,172.717998,"204.0","0.1","NNBS","Kaiser et al. (2017)","Q1","Christchurch        "
-41.224506,174.879436,"200.0","0.2","PGMS","Kaiser et al. (2017)","Q2","Wellington          "
-43.492846,172.606916,"180.0","0.1","PPHS","Kaiser et al. (2017)","Q1","Christchurch        "
-41.24902,174.934133,"190.0","0.2","PRKS","Kaiser et al. (2017)","Q2","Wellington          "
-43.525813,172.682771,"196.0","0.1","PRPC","Kaiser et al. (2017)","Q1","Christchurch        "
-41.224746,174.873917,"190.0","0.2","PVCS","Kaiser et al. (2017)","Q2","Wellington          "
-43.521947,172.635146,"155.0","0.1","REHS","Kaiser et al. (2017)","Q1","Christchurch        "
-43.536172,172.564404,"286.0","0.1","RHSC","Kaiser et al. (2017)","Q1","Christchurch        "
-41.296528,174.781154,"246.0","0.1","RQGS","Kaiser et al. (2017)","Q1","Wellington          "
-43.505337,172.663391,"201.0","0.1","SHLC","Kaiser et al. (2017)","Q1","Christchurch        "
-45.898626,170.509715,"140.0","0.2","SKFS","Kaiser et al. (2017)","Q2","Dunedin             "
-43.467529,172.613861,"219.0","0.1","SMTC","Kaiser et al. (2017)","Q1","Christchurch        "
-41.290588,174.781064,"266.7","0.1","TEPS","Kaiser et al. (2017)","Q1","Wellington          "
-41.275427,174.783054,"274.0","0.1","TFSS","Kaiser et al. (2017)","Q1","Wellington          "
-41.279854,174.778399,"250.0","0.2","VUWS","Kaiser et al. (2017)","Q2","Wellington          "
-41.257397,174.948466,"120.0","0.1","WDAS","Kaiser et al. (2017)","Q1","Wellington          "
-41.274287,174.779264,"265.0","0.1","WEMS","Kaiser et al. (2017)","Q1","Wellington          "
-41.326409,174.809034,"239.0","0.2","WNAS","Kaiser et al. (2017)","Q2","Wellington          "
-43.483165,172.530014,"434.8","0.2","Canterbury Aero Club","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.529339,172.619878,"196.8","0.2","Christchurch Botanical Gardens","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.538085,172.647427,"177.0","0.2","Christchurch Cathedral College","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.535926,172.62752,"206.0","0.2","Christchurch Hospital","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.565617,172.624169,"204.8","0.2","Cashmere High School","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.501571,172.702191,"207.0","0.2","Hulverstone Dr Pumping Station","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.579778,172.709423,"352.2","0.2","Heathcote Valley School","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.37646,172.66376,"257.0","0.2","Kaiapoi North School","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.495419,172.717997,"211.7","0.2","North New Brighton School","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.492842,172.606914,"187.0","0.2","Papanui High School","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.525803,172.682763,"196.0","0.2","Pages Rd Pumping Station","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.521945,172.63515,"154.1","0.2","Christchurch Resthaven","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.536172,172.564404,"285.5","0.2","Riccarton High School","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.505335,172.663394,"210.1","0.2","Shirley Library","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.467529,172.613861,"226.0","0.2","Styx Mill Transfer Station","Wotherspoon et al. (2013)","NA","Christchurch        "
-43.54164,172.65508,"288.4","0.2","AMI 2","Cox et al. (2011)","NA","Christchurch        "
-43.54163,172.6551,"261.3","0.2","AMI 3","Cox et al. (2011)","NA","Christchurch        "
-43.54213,172.65468,"201.0","0.2","AMI 4","Cox et al. (2011)","NA","Christchurch        "
-43.54273,172.65343,"194.5","0.2","AMI 5","Cox et al. (2011)","NA","Christchurch        "
-43.54242,172.65262,"197.3","0.2","AMI 6","Cox et al. (2011)","NA","Christchurch        "
-43.52517,172.72512,"189.7","0.2","S New Brighton Bridge","Cox et al. (2011)","NA","Christchurch        "
-43.50652,172.68583,"205.2","0.2","SW AVD 02","Cox et al. (2011)","NA","Christchurch        "
-43.50425,172.66545,"203.6","0.2","SW 6426","Cox et al. (2011)","NA","Christchurch        "
-43.37932,172.65348,"217.5","0.2","SW KAS 40","Cox et al. (2011)","NA","Christchurch        "
-43.50517,172.65922,"174.0","0.2","SW 6409 / SHY09","Wood et al. (2017)","NA","Christchurch        "
-43.50852,172.68702,"180.1","0.2","SW AVD 07","Wood et al. (2017)","NA","Christchurch        "
-43.49815,172.70025,"177.4","0.2","SW BUR 46","Wood et al. (2017)","NA","Christchurch        "
-43.52435,172.63265,"187.5","0.2","SW CBD 21","Wood et al. (2017)","NA","Christchurch        "
-43.52393,172.61217,"175.0","0.2","SW FND 01","Wood et al. (2017)","NA","Christchurch        "
-43.38132,172.66673,"169.0","0.2","SW KAN 03","Wood et al. (2017)","NA","Christchurch        "
-43.383,172.65913,"205.0","0.2","SW KAN 05","Wood et al. (2017)","NA","Christchurch        "
-43.38057,172.66871,"195.5","0.2","SW KAN 19","Wood et al. (2017)","NA","Christchurch        "
-43.38087,172.65688,"197.0","0.2","SW KAN 26","Wood et al. (2017)","NA","Christchurch        "
-43.37935,172.64838,"206.2","0.2","SW KAS 20","Wood et al. (2017)","NA","Christchurch        "
-43.52833,172.63532,"176.0","0.2","SW Z2-4","Wood et al. (2017)","NA","Christchurch        "
-43.52763,172.63697,"181.4","0.2","SW Z2-6","Wood et al. (2017)","NA","Christchurch        "
-43.52875,172.64227,"191.7","0.2","SW Z4-4","Wood et al. (2017)","NA","Christchurch        "
-43.57474,172.62322,"900.0","0.2","CRLZ","van Houtte et al. (2014)","NA","Christchurch        "
-43.632534,172.624664,"733.0","0.2","D14C","van Houtte et al. (2014)","NA","Christchurch        "
-43.578401,172.770733,"586.0","0.2","GODS","van Houtte et al. (2014)","NA","Christchurch        "
-43.584671,172.725601,"830.0","0.2","MTPS","van Houtte et al. (2014)","NA","Christchurch        "
-43.489324,172.101112,"518.0","0.2","DFHS","Wotherspoon et al. (2016)","NA","Christchurch        "
-43.58684,172.089292,"457.0","0.2","GDLC","Wotherspoon et al. (2016)","NA","Christchurch        "
-43.538339,171.959848,"531.0","0.2","HORC","Wotherspoon et al. (2016)","NA","Christchurch        "
-43.592773,172.382406,"447.0","0.2","ROLC","Wotherspoon et al. (2016)","NA","Christchurch        "
-43.675208,172.318451,"327.0","0.2","SLRC","Wotherspoon et al. (2016)","NA","Christchurch        "
-43.550297,172.472808,"398.0","0.2","TPLC","Wotherspoon et al. (2016)","NA","Christchurch        "
-43.622602,172.468765,"292.0","0.2","LINC","Wotherspoon et al. (2016)","NA","Christchurch        "
-43.370714,172.495167,"546.0","0.2","SWNC","Wotherspoon et al. (2016)","NA","Christchurch        "
-43.750892,172.022959,"452.0","0.2","RKAC","Wotherspoon et al. (2016)","NA","Christchurch        "
-43.505591,172.565624,"294.0","0.2","Burnside Park","Cox et al. (2016)","NA","Christchurch        "
-43.566681,172.623209,"222.0","0.2","Cashmere High","Cox et al. (2016)","NA","Christchurch        "
-43.501391,172.647934,"160.0","0.2","Christchurch Park","Cox et al. (2016)","NA","Christchurch        "
-43.524599,172.648853,"211.0","0.2","Fitzgerald","Cox et al. (2016)","NA","Christchurch        "
-43.546876,172.674017,"183.0","0.2","Garrick Park","Cox et al. (2016)","NA","Christchurch        "
-43.441365,172.620876,"223.0","0.2","Groynes","Cox et al. (2016)","NA","Christchurch        "
-43.536962,172.616054,"188.0","0.2","Hagley Park","Cox et al. (2016)","NA","Christchurch        "
-43.52269,172.575867,"297.0","0.2","Ilam Fields","Cox et al. (2016)","NA","Christchurch        "
-43.53057,172.642643,"192.0","0.2","Latimer Square","Cox et al. (2016)","NA","Christchurch        "
-43.515499,172.685487,"186.0","0.2","Porritt Park","Cox et al. (2016)","NA","Christchurch        "
-43.492047,172.70909,"202.0","0.2","QEII Park","Cox et al. (2016)","NA","Christchurch        "
-43.476662,172.613207,"188.0","0.2","Redwood Park","Cox et al. (2016)","NA","Christchurch        "
-43.534568,172.565783,"324.0","0.2","Riccarton High Fields","Cox et al. (2016)","NA","Christchurch        "
